id,found_id,description,required_sum,current_sum,philantrops_amount,creation_date,closing_date
307,199,"","$44,302.98","$8,610.06",14,2021-08-02,
286,474,"","$40,615.47","$7,195.54",57,2021-04-22,
265,104,"","$39,596.69","$5,596.66",41,2021-03-08,
304,599,"","$38,314.35","$7,225.08",19,2021-05-18,
306,757,"","$35,842.05","$9,592.23",15,2021-01-15,
299,121,"","$18,199.16","$1,784.46",31,2021-05-31,
312,262,"","$30,070.07","$4,258.93",6,2021-04-23,
309,516,"","$30,036.31","$2,692.71",25,2021-04-18,
340,329,"","$31,208.76","$5,392.83",36,2021-06-28,
256,336,"","$21,226.59","$8,204.29",9,2021-01-30,
310,891,"","$34,277.53","$1,234.31",48,2021-04-25,
313,272,"","$32,467.59","$1,501.82",49,2021-01-30,
238,110,"","$21,183.79","$3,782.59",6,2021-04-15,
329,190,"","$20,376.09","$9,827.00",24,2021-03-19,
229,610,"","$15,873.80","$4,249.70",62,2021-01-04,
250,538,"","$43,760.97","$4,182.97",11,2021-01-26,
288,898,"","$26,267.84","$8,889.96",52,2021-02-28,
227,4,"","$48,636.54","$3,185.19",29,2021-06-22,
267,227,"","$41,257.16","$9,992.07",57,2021-03-12,
254,343,"","$34,263.30","$2,323.29",30,2021-07-30,
258,94,"","$44,536.47","$6,661.98",23,2021-05-26,
335,555,"","$43,520.77","$2,577.96",41,2021-03-11,
277,146,"","$43,089.65",$706.03,22,2021-07-05,
318,360,"","$22,088.60","$7,567.02",60,2021-06-16,
338,794,"","$16,502.81","$6,868.84",57,2021-04-04,
231,46,"","$26,434.86","$7,439.64",24,2021-03-09,
262,130,"","$45,656.93","$7,624.22",42,2021-06-25,
315,141,"","$27,966.15","$3,275.98",54,2021-06-15,
245,27,"","$44,646.69","$9,039.75",34,2021-06-23,
234,12,"","$23,668.13","$4,825.34",57,2021-07-16,
317,279,"","$39,683.34","$4,243.82",36,2021-07-04,
272,291,"","$49,578.96","$8,103.16",59,2021-05-27,
225,375,"","$28,234.19","$3,710.04",12,2021-03-27,
271,281,"","$40,777.75","$5,632.49",24,2021-02-05,
316,49,"","$46,517.26","$4,523.92",24,2021-06-23,
301,389,"","$33,662.11","$4,858.47",45,2021-05-25,
302,129,"","$30,006.29","$9,005.38",52,2021-05-02,
293,91,"","$36,471.05","$9,937.72",9,2021-03-20,
289,807,"","$20,191.00","$9,508.67",37,2021-06-01,
264,353,"","$36,888.16","$2,475.53",8,2021-04-14,
252,263,"","$40,975.48","$8,244.04",29,2021-07-03,
268,173,"","$26,569.36","$1,169.37",32,2021-07-11,
323,435,"","$45,274.84","$7,861.96",41,2021-06-28,
291,344,"","$31,735.41","$2,809.88",26,2021-05-13,
327,454,"","$42,896.17","$8,027.48",9,2021-07-18,
337,847,"","$39,312.03","$1,344.20",30,2021-04-08,
308,311,"","$29,591.03","$8,203.45",19,2021-01-01,
305,187,"","$23,546.67","$3,440.78",15,2021-02-15,
263,826,"","$19,221.25","$3,680.00",57,2021-06-07,
285,551,"","$28,300.47","$5,291.55",21,2021-02-23,
269,713,"","$42,936.99","$6,589.67",20,2021-05-24,
292,952,"","$23,651.06","$9,168.51",57,2021-04-21,
322,711,"","$30,985.06","$5,498.63",7,2021-03-15,
320,433,"","$23,612.51","$6,113.66",36,2021-01-18,
303,296,"","$43,901.37","$8,771.98",48,2021-03-16,
276,273,"","$37,733.11","$1,582.73",39,2021-04-25,
224,297,"","$49,080.05","$1,921.31",30,2021-06-02,
287,95,"","$41,033.39","$2,200.63",33,2021-03-13,
279,393,"","$41,898.61","$7,455.33",9,2021-06-16,
341,296,"","$30,400.90","$5,805.91",26,2021-06-09,
239,268,"","$31,008.32","$6,049.33",48,2021-05-18,
232,957,"","$28,768.18","$7,533.99",40,2021-02-06,
321,778,"","$29,508.22","$9,615.78",26,2021-07-29,
257,875,"","$20,220.53","$8,611.56",31,2021-01-31,
235,973,"","$29,754.05","$1,734.37",52,2021-02-24,
270,8,"","$49,628.03",$529.66,24,2021-05-04,
298,410,"","$19,654.92","$7,729.33",31,2021-01-29,
253,748,"","$37,012.12","$5,424.88",52,2021-03-10,
278,885,"","$45,500.82","$7,675.63",50,2021-05-14,
226,925,"","$34,125.08","$3,860.36",31,2021-01-15,
284,344,"","$49,881.50","$7,231.44",49,2021-05-21,
236,253,"","$30,228.99","$6,173.87",28,2021-02-08,
326,549,"","$20,872.27",$977.28,18,2021-02-08,
249,304,"","$40,119.81","$7,845.92",30,2021-01-22,
283,806,"","$24,448.36","$6,912.08",22,2021-05-30,
255,684,"","$23,105.29","$5,980.18",54,2021-04-08,
247,646,"","$22,146.83","$5,670.23",35,2021-03-07,
300,936,"","$38,675.57","$8,992.93",26,2021-05-07,
243,172,"","$36,899.73","$4,539.07",30,2021-07-14,
275,293,"","$36,722.56","$5,376.23",58,2021-06-15,
332,547,"","$41,970.78","$4,553.96",57,2021-04-18,
421,462,"","$39,806.52",$222.57,14,2021-02-23,
369,164,"","$35,516.92",$820.14,22,2021-04-02,
411,394,"","$22,044.01","$9,156.41",26,2021-05-07,
434,824,"","$30,169.06","$7,652.33",43,2021-03-17,
373,6,"","$37,269.35","$6,614.40",25,2021-01-31,
364,55,"","$41,387.20","$1,358.80",42,2021-01-26,
388,693,"","$17,798.49","$2,306.06",58,2021-04-14,
370,404,"","$44,978.51","$4,529.74",8,2021-06-12,
459,184,"","$18,478.75","$5,057.64",39,2021-07-03,
353,852,"","$44,040.55","$3,036.37",30,2021-04-26,
358,754,"","$37,361.99","$1,680.01",45,2021-06-09,
447,873,"","$40,789.10","$9,120.44",59,2021-07-22,
456,98,"","$33,999.96","$8,218.42",61,2021-03-17,
445,129,"","$25,934.72","$3,379.01",52,2021-06-30,
357,923,"","$46,050.89","$7,940.46",18,2021-07-21,
374,279,"","$44,995.63","$8,407.80",11,2021-05-08,
381,279,"","$41,590.03",$996.55,30,2021-06-11,
462,218,"","$21,327.66",$715.36,37,2021-04-17,
412,521,"","$42,901.62","$9,191.93",49,2021-01-08,
379,406,"","$40,869.94","$8,132.23",48,2021-02-24,
387,605,"","$16,798.78","$3,850.57",41,2021-01-02,
441,217,"","$33,591.03","$7,001.59",22,2021-06-17,
347,407,"","$40,449.91","$5,935.07",45,2021-05-29,
420,487,"","$25,062.53","$6,421.32",61,2021-06-19,
444,607,"","$16,925.77",$657.26,58,2021-07-20,
352,883,"","$19,722.62","$2,348.76",60,2021-01-08,
356,19,"","$26,155.57","$5,523.01",10,2021-06-12,
345,46,"","$40,332.57","$1,498.89",56,2021-03-18,
453,119,"","$34,561.69","$7,134.91",35,2021-03-14,
427,162,"","$28,454.21","$2,315.29",22,2021-03-31,
402,220,"","$17,385.87","$1,715.34",21,2021-02-04,
405,511,"","$33,345.37","$5,594.98",28,2021-05-29,
375,586,"","$17,116.71",$961.84,6,2021-05-01,
349,858,"","$26,239.87","$5,084.39",23,2021-01-27,
417,918,"","$49,844.87","$8,507.72",29,2021-03-05,
393,266,"","$26,246.66","$7,798.73",21,2021-06-08,
415,404,"","$32,022.99","$9,678.28",35,2021-05-29,
361,959,"","$15,543.85","$5,831.07",38,2021-05-07,
406,634,"","$43,058.83","$6,271.93",27,2021-01-29,
371,798,"","$25,216.21","$3,299.51",48,2021-06-02,
452,870,"","$49,812.77","$7,421.24",10,2021-08-02,
378,563,"","$37,451.59",$402.42,48,2021-07-11,
360,590,"","$19,449.95","$1,887.64",59,2021-04-22,
443,191,"","$18,215.19","$4,637.79",34,2021-05-20,
346,483,"","$35,657.27","$7,876.98",50,2021-01-04,
428,79,"","$29,165.55","$3,413.73",56,2021-03-29,
410,581,"","$18,484.93","$1,159.64",17,2021-07-07,
429,616,"","$27,371.62","$4,032.72",30,2021-05-18,
438,407,"","$38,848.20",$290.48,10,2021-01-26,
442,308,"","$39,839.84","$6,664.26",27,2021-07-01,
440,876,"","$24,990.54","$1,677.74",58,2021-02-14,
418,809,"","$33,917.87","$9,389.40",39,2021-05-22,
436,602,"","$41,792.98","$5,292.81",31,2021-03-02,
424,956,"","$19,139.59",$990.50,6,2021-03-23,
359,337,"","$38,499.10","$9,685.25",62,2021-07-10,
435,946,"","$16,743.63","$7,359.30",47,2021-01-17,
348,825,"","$45,220.45","$1,028.05",27,2021-05-21,
437,291,"","$48,321.05","$2,257.86",19,2021-02-02,
383,644,"","$28,543.52","$2,785.42",27,2021-05-03,
377,741,"","$16,395.86","$9,248.57",32,2021-05-20,
344,275,"","$20,015.66","$7,680.39",62,2021-02-06,
391,208,"","$24,670.33","$7,346.01",17,2021-06-06,
461,507,"","$45,714.26","$6,849.46",15,2021-04-11,
409,940,"","$36,540.30","$3,050.15",62,2021-04-21,
367,44,"","$47,869.50","$5,640.89",36,2021-02-10,
458,99,"","$32,570.59","$9,978.12",50,2021-07-21,
404,105,"","$16,322.76","$8,153.43",10,2021-07-27,
399,331,"","$41,622.87","$3,622.10",58,2021-01-11,
386,597,"","$30,112.83","$1,840.94",45,2021-04-20,
354,736,"","$35,074.53","$8,795.78",6,2021-01-30,
419,95,"","$32,893.81","$1,059.44",55,2021-08-04,
382,366,"","$48,261.56","$4,140.77",47,2021-07-04,
446,377,"","$40,190.12","$7,597.75",18,2021-01-01,
431,273,"","$33,306.56","$1,573.30",13,2021-03-28,
407,172,"","$49,267.53","$1,618.49",11,2021-06-24,
396,123,"","$24,476.42","$2,239.30",35,2021-04-23,
362,578,"","$41,284.51","$7,116.63",8,2021-01-27,
423,382,"","$45,378.05","$9,583.15",29,2021-02-21,
392,680,"","$16,916.80","$5,883.25",36,2021-01-12,
457,523,"","$22,603.92","$6,554.62",51,2021-08-02,
380,441,"","$40,416.84","$8,019.96",37,2021-08-05,
355,623,"","$46,033.41","$7,549.93",5,2021-07-25,
376,915,"","$20,293.14","$4,358.03",32,2021-07-06,
397,123,"","$17,472.80","$5,644.81",44,2021-04-19,
463,573,"","$19,969.80","$3,023.68",60,2021-05-30,
365,887,"","$41,586.38","$9,965.00",14,2021-04-23,
454,500,"","$46,698.89","$2,233.51",45,2021-04-06,
384,708,"","$18,388.79","$5,930.95",30,2021-01-25,
390,638,"","$29,902.44","$3,516.94",28,2021-02-24,
516,679,"","$48,417.95","$2,624.93",43,2021-06-10,
558,904,"","$41,787.39","$5,390.86",24,2021-01-30,
482,25,"","$47,925.64","$3,647.89",39,2021-07-13,
556,809,"","$41,927.05","$1,401.51",52,2021-04-19,
484,696,"","$39,289.39","$5,873.69",24,2021-02-22,
511,618,"","$38,991.38","$9,796.62",53,2021-06-17,
483,936,"","$31,233.75","$5,932.07",31,2021-03-12,
509,564,"","$28,487.66","$5,317.11",35,2021-05-18,
570,824,"","$40,493.74","$9,957.84",10,2021-03-12,
575,928,"","$15,537.25","$8,397.65",32,2021-05-18,
467,769,"","$18,324.96","$6,342.06",10,2021-01-26,
492,667,"","$36,140.42",$867.44,10,2021-05-18,
514,829,"","$17,493.67","$9,026.65",49,2021-04-20,
468,341,"","$23,578.50","$1,119.54",50,2021-02-01,
465,307,"","$30,170.39",$651.96,54,2021-05-15,
549,931,"","$31,490.24","$5,389.35",16,2021-01-16,
539,2,"","$23,951.00","$9,474.43",19,2021-05-19,
550,171,"","$29,807.03","$5,388.53",49,2021-02-15,
473,161,"","$19,819.93",$445.00,38,2021-03-10,
555,625,"","$30,208.52","$7,814.83",8,2021-04-21,
581,61,"","$29,197.90","$1,128.31",38,2021-04-29,
567,479,"","$16,233.10","$6,947.54",33,2021-01-02,
582,199,"","$23,743.90","$3,757.05",16,2021-06-11,
548,587,"","$21,701.60","$7,473.57",14,2021-06-28,
579,522,"","$39,119.19","$9,132.44",23,2021-01-15,
577,211,"","$32,502.71","$2,394.18",61,2021-06-07,
517,651,"","$36,954.74","$7,705.50",60,2021-04-29,
500,882,"","$21,017.56","$3,796.63",6,2021-07-28,
538,594,"","$46,727.32","$9,444.64",45,2021-05-09,
546,656,"","$48,139.72","$9,169.36",56,2021-02-17,
560,474,"","$40,463.61","$6,540.63",9,2021-04-04,
531,840,"","$20,124.56","$5,696.26",44,2021-06-03,
504,736,"","$35,515.64","$1,840.14",24,2021-02-14,
507,546,"","$47,794.71","$4,351.66",50,2021-04-02,
529,850,"","$32,339.18","$9,888.96",13,2021-06-17,
544,136,"","$23,675.97","$2,109.90",47,2021-04-26,
488,104,"","$49,148.95","$7,390.19",39,2021-01-22,
478,599,"","$18,247.91","$1,725.37",56,2021-07-27,
510,344,"","$27,349.69","$1,541.24",21,2021-01-16,
533,261,"","$23,168.30","$8,477.51",18,2021-05-04,
536,357,"","$24,932.48","$7,570.35",58,2021-07-28,
530,715,"","$49,177.98","$3,505.58",20,2021-01-24,
486,223,"","$28,436.03","$1,267.97",30,2021-04-01,
568,158,"","$24,796.68","$2,846.47",48,2021-03-14,
583,574,"","$21,867.34","$5,036.19",24,2021-02-28,
571,942,"","$37,500.23","$4,503.88",17,2021-02-28,
537,420,"","$47,469.84","$1,732.23",16,2021-03-29,
540,289,"","$20,654.64","$4,249.02",44,2021-05-24,
499,359,"","$29,795.38","$1,972.27",47,2021-06-05,
508,900,"","$39,090.75","$5,321.03",24,2021-08-04,
525,469,"","$33,015.19","$3,164.96",45,2021-03-08,
526,64,"","$35,842.13","$6,543.02",21,2021-06-15,
559,582,"","$39,735.77","$9,915.78",54,2021-03-18,
476,228,"","$23,044.96","$7,456.69",59,2021-01-28,
527,720,"","$23,815.16","$7,743.31",42,2021-04-03,
502,398,"","$23,478.47","$3,271.96",7,2021-07-28,
491,880,"","$20,457.89","$2,230.34",56,2021-04-07,
498,413,"","$17,986.35","$7,571.19",61,2021-04-01,
553,838,"","$39,544.93","$7,443.37",43,2021-06-14,
518,332,"","$36,628.84","$3,262.31",39,2021-07-05,
513,738,"","$27,680.39","$2,865.19",10,2021-07-02,
545,547,"","$40,852.88","$8,330.41",52,2021-06-08,
464,43,"","$38,902.05","$1,009.52",22,2021-01-30,
495,587,"","$37,355.72","$1,965.21",16,2021-04-13,
563,615,"","$41,493.65","$5,795.12",62,2021-01-12,
471,927,"","$48,215.55","$5,360.85",6,2021-01-17,
547,576,"","$15,808.34","$5,747.98",44,2021-04-29,
543,27,"","$27,648.38",$835.22,30,2021-07-17,
505,276,"","$16,344.57","$5,492.43",24,2021-01-11,
566,128,"","$38,310.50","$2,269.45",27,2021-06-16,
489,36,"","$26,120.77","$8,977.14",51,2021-03-08,
562,162,"","$38,502.94","$9,271.68",35,2021-04-20,
523,381,"","$21,431.04","$9,740.07",56,2021-03-04,
506,223,"","$42,692.52",$270.71,33,2021-06-18,
578,996,"","$38,427.79","$6,926.57",54,2021-07-07,
497,597,"","$35,934.65","$6,902.07",47,2021-02-27,
534,755,"","$30,597.11","$7,158.52",42,2021-02-12,
472,638,"","$26,826.38","$5,334.06",35,2021-02-06,
532,821,"","$18,267.96","$5,693.88",6,2021-04-19,
494,301,"","$27,634.95","$1,533.75",7,2021-01-07,
634,487,"","$32,420.97","$7,236.10",32,2021-06-02,
684,449,"","$30,549.98","$8,015.64",61,2021-01-09,
660,27,"","$30,949.93","$1,801.01",16,2021-04-26,
619,679,"","$43,804.87","$1,480.42",27,2021-05-01,
611,165,"","$45,830.39","$6,064.62",36,2021-03-12,
663,611,"","$47,492.69","$1,717.34",47,2021-06-01,
703,22,"","$34,284.56","$3,808.52",25,2021-01-28,
593,306,"","$49,578.68","$7,312.62",51,2021-07-16,
627,705,"","$42,077.99","$6,607.27",60,2021-03-06,
590,90,"","$41,522.70","$6,865.55",22,2021-03-26,
624,536,"","$37,438.81","$4,053.72",57,2021-03-28,
662,144,"","$35,655.43","$7,376.76",25,2021-07-09,
606,650,"","$18,288.56","$4,791.80",53,2021-02-04,
584,646,"","$38,395.93","$6,665.61",29,2021-02-03,
692,309,"","$47,546.33",$939.97,52,2021-01-05,
629,487,"","$33,168.95","$3,141.64",50,2021-02-16,
630,847,"","$22,305.74",$651.78,18,2021-01-30,
637,466,"","$38,051.57","$3,130.98",41,2021-07-21,
587,957,"","$16,125.76","$5,597.50",30,2021-02-15,
696,285,"","$33,473.54","$6,026.95",54,2021-04-20,
688,622,"","$38,993.05","$1,838.27",9,2021-01-07,
617,203,"","$18,176.72","$2,829.22",24,2021-06-12,
675,721,"","$30,263.74","$8,195.27",50,2021-01-30,
647,906,"","$27,354.40","$6,652.16",10,2021-07-04,
604,830,"","$27,008.65","$6,221.98",33,2021-02-28,
700,113,"","$45,393.13","$6,279.18",12,2021-04-11,
655,479,"","$32,690.25",$939.31,49,2021-01-23,
632,306,"","$41,255.52","$1,457.24",56,2021-03-17,
694,496,"","$47,216.60","$4,381.17",24,2021-04-09,
645,838,"","$35,332.22",$839.37,19,2021-01-25,
594,696,"","$43,369.68",$439.47,25,2021-07-14,
638,350,"","$32,147.67","$2,917.65",33,2021-01-18,
656,46,"","$17,833.70","$5,784.55",57,2021-08-01,
666,983,"","$31,969.84","$2,831.21",12,2021-02-07,
650,962,"","$19,013.42","$1,636.56",60,2021-04-17,
667,187,"","$49,790.51","$4,053.32",40,2021-03-04,
677,365,"","$29,838.92","$7,016.43",21,2021-06-20,
608,290,"","$43,737.43","$4,030.97",46,2021-01-13,
671,751,"","$44,810.50","$1,702.90",50,2021-03-09,
616,233,"","$42,037.96","$7,963.42",15,2021-01-03,
690,511,"","$27,214.54","$5,431.92",60,2021-07-12,
648,508,"","$26,697.96","$8,753.04",37,2021-03-17,
651,959,"","$20,194.93","$6,657.83",39,2021-07-01,
661,269,"","$40,499.49","$3,391.06",30,2021-08-01,
672,530,"","$38,330.96","$1,662.34",46,2021-04-19,
620,564,"","$39,409.63","$4,584.93",61,2021-07-14,
691,70,"","$49,695.13","$6,277.36",18,2021-07-31,
614,301,"","$33,711.52","$7,289.37",29,2021-06-26,
659,331,"","$31,251.70","$7,651.91",25,2021-04-17,
631,471,"","$37,104.93",$431.99,41,2021-04-06,
702,712,"","$27,296.31","$2,476.56",32,2021-07-03,
693,651,"","$35,698.25","$4,084.20",48,2021-03-09,
682,819,"","$24,781.83","$4,516.12",50,2021-02-12,
674,675,"","$38,793.20","$9,811.26",20,2021-04-22,
612,711,"","$19,246.64","$8,390.03",39,2021-06-09,
601,449,"","$23,559.51","$9,461.59",62,2021-01-24,
633,155,"","$26,370.79","$7,568.55",59,2021-03-16,
697,852,"","$32,244.39","$6,127.16",6,2021-02-02,
613,820,"","$18,636.55","$6,077.56",33,2021-04-01,
652,181,"","$44,125.70","$1,845.62",61,2021-07-17,
644,424,"","$34,841.93","$6,634.95",30,2021-01-23,
599,619,"","$31,397.91","$9,837.61",46,2021-02-11,
643,82,"","$42,668.68","$2,289.52",24,2021-05-25,
592,830,"","$45,791.71","$7,761.83",40,2021-03-09,
679,765,"","$41,909.60",$164.55,15,2021-02-08,
681,985,"","$17,565.47","$4,867.79",54,2021-01-07,
687,134,"","$41,778.21","$9,889.94",15,2021-04-18,
669,946,"","$15,197.10","$12,116.86",27,2021-03-25,
623,73,"","$40,198.76","$6,151.78",56,2021-01-21,
596,724,"","$46,400.02","$7,469.74",16,2021-06-25,
699,707,"","$42,268.09","$2,019.78",33,2021-07-14,
598,176,"","$37,358.21","$8,524.85",61,2021-02-22,
588,169,"","$38,992.11",$570.33,55,2021-04-08,
670,271,"","$45,464.31","$8,028.36",33,2021-02-09,
589,401,"","$28,956.02","$3,791.25",22,2021-02-11,
618,927,"","$22,792.71","$7,288.27",57,2021-01-30,
642,204,"","$31,828.99","$2,970.23",21,2021-06-07,
595,433,"","$20,433.36","$5,268.53",61,2021-06-25,
654,462,"","$26,774.13",$777.39,32,2021-05-10,
683,920,"","$42,811.32","$4,076.11",55,2021-03-29,
602,909,"","$48,246.25","$8,134.33",36,2021-02-11,
609,380,"","$15,860.20","$1,188.29",20,2021-01-28,
586,725,"","$36,445.65","$6,187.88",31,2021-05-21,
653,362,"","$22,148.87","$1,121.04",20,2021-06-03,
641,315,"","$44,607.05","$9,830.03",14,2021-06-18,
701,320,"","$37,345.58","$7,808.75",23,2021-07-19,
597,210,"","$26,415.69","$1,827.63",12,2021-05-17,
603,474,"","$48,365.27","$8,149.26",40,2021-07-06,
591,980,"","$46,242.70","$2,012.50",47,2021-05-22,
676,272,"","$31,750.83","$4,012.00",62,2021-05-24,
714,905,"","$33,393.66","$9,828.17",10,2021-06-01,
786,238,"","$22,201.85","$6,644.84",27,2021-02-19,
758,119,"","$48,945.22","$3,150.36",20,2021-05-16,
808,889,"","$39,436.99","$9,409.84",46,2021-04-09,
760,318,"","$36,578.75","$3,565.94",32,2021-04-01,
708,987,"","$20,022.08","$9,058.59",5,2021-03-06,
807,800,"","$37,868.81","$3,777.81",35,2021-07-22,
725,24,"","$31,799.56","$3,313.89",10,2021-03-22,
769,8,"","$29,434.37","$5,311.08",28,2021-03-23,
722,240,"","$17,491.82","$7,361.87",17,2021-04-21,
747,208,"","$15,325.39",$781.67,14,2021-05-01,
775,716,"","$23,503.22",$689.68,24,2021-05-25,
793,378,"","$27,749.92","$6,621.38",7,2021-06-10,
709,807,"","$36,927.27","$4,534.97",37,2021-01-07,
798,552,"","$25,222.98","$2,579.64",58,2021-05-06,
753,25,"","$27,443.44","$4,993.56",59,2021-03-31,
762,680,"","$27,091.02","$5,653.33",24,2021-03-08,
756,126,"","$44,607.15","$8,234.75",47,2021-01-04,
778,166,"","$38,950.45","$1,471.44",6,2021-07-18,
779,196,"","$39,903.79","$5,796.12",19,2021-06-29,
